reviews,score,likes,time,app_name,year,reviews_en
NVidia how am i going to connect A MOUSE AND A KEYBOARD ON THE CELL PHONE I'm angry not to mention the queue to enter my suggestion put digital button too. 🇧🇷: NVidia como eu vou conectar UM MOUSE E UM TECLADO RM UM CELULAR eu ficei bravo sei falar das filas pra entrar minha sugestão coloca botão digital também,1,0,10/03/2023,GeForce NOW Cloud Gaming,2023,NVidia how am i going to connect A MOUSE AND A KEYBOARD ON THE CELL PHONE I'm angry not to mention the queue to enter my suggestion put digital button too. 🇺🇸: NVidia how am I going to connect A MOUSE AND A KEYBOARD RM A CELL PHONE I got angry I know about the queues to enter my suggestion put a digital button too
"in my opinion the app is great but disproportionate in one thing that are the queues , depending on the game hours go by and we are not even half way through them so I think there should be an individual division of each game that contains a maximum of 100 people each so it would be more proportional in relation to waiting time and gameplay but overall it is incredible in visual and sound quality but the problem is very big and ruins a good part of the gameplay that the game delivers.",3,1,27/12/2022,GeForce NOW Cloud Gaming,2022,"in my opinion the app is great but disproportionate in one thing that are the queues , depending on the game hours go by and we are not even half way through them so I think there should be an individual division of each game that contains a maximum of 100 people each so it would be more proportional in relation to waiting time and gameplay but overall it is incredible in visual and sound quality but the problem is very big and ruins a good part of the gameplay that the game delivers."
Lixo emprestavel,1,0,15/12/2022,GeForce NOW Cloud Gaming,2022,loanable trash
I loved this app I love playing fortnite on it and it's very good I loved it💜,5,0,14/12/2022,GeForce NOW Cloud Gaming,2022,I loved this app I love playing fortnite on it and it's very good I loved it💜
"Gostei, mas cadê call of duty warzone",5,0,02/12/2022,GeForce NOW Cloud Gaming,2022,"I liked it, but where is call of duty warzone"
Verdadeiro lixo.,1,0,27/11/2022,GeForce NOW Cloud Gaming,2022,Real rubbish.
😎👍😀👍 muito 🤩🤩🤩🤩,5,0,27/11/2022,GeForce NOW Cloud Gaming,2022,😎👍😀👍 a lot 🤩🤩🤩🤩
Muito ruim,1,0,08/12/2022,GeForce NOW Cloud Gaming,2022,Too bad
Lixo total,1,0,14/12/2022,GeForce NOW Cloud Gaming,2022,total garbage
Não presta,1,0,07/12/2022,GeForce NOW Cloud Gaming,2022,no good
Extremamente horrível,1,0,14/12/2022,GeForce NOW Cloud Gaming,2022,extremely horrible
muito bom,5,0,28/11/2022,GeForce NOW Cloud Gaming,2022,very good
Muito bao,5,0,14/12/2022,GeForce NOW Cloud Gaming,2022,very good
Aplicativo otimo,5,0,15/12/2022,GeForce NOW Cloud Gaming,2022,great app
Muito bom,5,0,09/12/2022,GeForce NOW Cloud Gaming,2022,Very good
Muito bom,5,0,14/12/2022,GeForce NOW Cloud Gaming,2022,Very good
Muito bom,5,0,27/11/2022,GeForce NOW Cloud Gaming,2022,Very good
Muito bom,5,0,03/12/2022,GeForce NOW Cloud Gaming,2022,Very good
Muito bom,5,0,22/11/2022,GeForce NOW Cloud Gaming,2022,Very good
Muito bom,5,0,16/12/2022,GeForce NOW Cloud Gaming,2022,Very good
Bom,5,0,02/12/2022,GeForce NOW Cloud Gaming,2022,Good
Adorei,5,0,19/12/2022,GeForce NOW Cloud Gaming,2022,I loved
Bom,5,0,20/11/2022,GeForce NOW Cloud Gaming,2022,Good
Bom,5,0,06/12/2022,GeForce NOW Cloud Gaming,2022,Good
Adorei,5,0,19/12/2022,GeForce NOW Cloud Gaming,2022,I loved
Ótimo,5,0,14/12/2022,GeForce NOW Cloud Gaming,2022,Excellent
Ótimo,5,0,17/12/2022,GeForce NOW Cloud Gaming,2022,Excellent
Teet9oekske,5,0,14/12/2022,GeForce NOW Cloud Gaming,2022,Teet9oekske
Bom,5,0,25/11/2022,GeForce NOW Cloud Gaming,2022,Good
OTIMO,5,0,01/12/2022,GeForce NOW Cloud Gaming,2022,EXCELLENT
Lixooooooo,1,0,26/11/2022,GeForce NOW Cloud Gaming,2022,Garbage
Lixo,1,0,27/11/2022,GeForce NOW Cloud Gaming,2022,Trash
Ruim,1,0,19/01/2023,GeForce NOW Cloud Gaming,2023,Bad
Horrível,1,0,24/11/2022,GeForce NOW Cloud Gaming,2022,Horrible
Fc,3,0,02/12/2022,GeForce NOW Cloud Gaming,2022,Fc
😊,5,0,04/12/2022,GeForce NOW Cloud Gaming,2022,😊
😍😍,5,0,04/12/2022,GeForce NOW Cloud Gaming,2022,😍😍
Melhor site dodo munnnddddooooo,5,0,26/11/2022,GeForce NOW Cloud Gaming,2022,Best site dodo munnnddddooooo
Não goteni,1,0,13/11/2022,GeForce NOW Cloud Gaming,2022,I didn't drop
AMAZING!!,5,0,08/11/2022,GeForce NOW Cloud Gaming,2022,AMAZING!!
Bom top,4,0,08/11/2022,GeForce NOW Cloud Gaming,2022,nice top
Muito bom,5,0,13/11/2022,GeForce NOW Cloud Gaming,2022,Very good
Bom dms,5,0,11/01/2023,GeForce NOW Cloud Gaming,2023,good dms
Vinícius 84734hfrtf,5,0,02/11/2022,GeForce NOW Cloud Gaming,2022,Vinícius 84734hfrtf
Otimo,5,0,11/11/2022,GeForce NOW Cloud Gaming,2022,Excellent
Bom,1,0,31/10/2022,GeForce NOW Cloud Gaming,2022,Good
Horrível,1,0,08/11/2022,GeForce NOW Cloud Gaming,2022,Horrible
Horrível,1,0,05/11/2022,GeForce NOW Cloud Gaming,2022,Horrible
💖💖✨✨✨,5,0,23/12/2022,GeForce NOW Cloud Gaming,2022,💖💖✨✨✨
Lix..,1,0,12/11/2022,GeForce NOW Cloud Gaming,2022,Trash..
😀,5,0,29/10/2022,GeForce NOW Cloud Gaming,2022,😀
Muito bom!!,5,0,22/10/2022,GeForce NOW Cloud Gaming,2022,Very good!!
Pora. Joga.,2,0,24/10/2022,GeForce NOW Cloud Gaming,2022,Damn. Play.
👍👍👍,5,0,25/10/2022,GeForce NOW Cloud Gaming,2022,👍👍👍
Muito bom,5,0,18/10/2022,GeForce NOW Cloud Gaming,2022,Very good
10/10000000,5,0,23/09/2022,GeForce NOW Cloud Gaming,2022,10/10000000
ruim mesmo,1,0,12/10/2022,GeForce NOW Cloud Gaming,2022,really bad
Tá bom,1,0,14/10/2022,GeForce NOW Cloud Gaming,2022,It's OK
Ótimo app,5,0,21/09/2022,GeForce NOW Cloud Gaming,2022,great app
Muito bom,5,0,02/10/2022,GeForce NOW Cloud Gaming,2022,Very good
Jogo bom,5,0,25/09/2022,GeForce NOW Cloud Gaming,2022,Good game
Muito bom,4,0,01/10/2022,GeForce NOW Cloud Gaming,2022,Very good
Muito bom,5,0,19/10/2022,GeForce NOW Cloud Gaming,2022,Very good
Muito bomm,5,0,12/10/2022,GeForce NOW Cloud Gaming,2022,Very good
Muito bom,5,0,19/10/2022,GeForce NOW Cloud Gaming,2022,Very good
Ótimo app,5,0,06/11/2022,GeForce NOW Cloud Gaming,2022,great app
5 tao,5,0,02/10/2022,GeForce NOW Cloud Gaming,2022,5 tao
Bom 😄,5,0,08/10/2022,GeForce NOW Cloud Gaming,2022,Good 😄
Ótimo,5,0,02/11/2022,GeForce NOW Cloud Gaming,2022,Excellent
Bom,5,0,02/10/2022,GeForce NOW Cloud Gaming,2022,Good
MARAVILHOSO,5,0,20/10/2022,GeForce NOW Cloud Gaming,2022,WONDERFUL
maravilhoso,5,0,18/10/2022,GeForce NOW Cloud Gaming,2022,wonderful
Top,5,0,10/11/2022,GeForce NOW Cloud Gaming,2022,Top
Rui,1,0,29/09/2022,GeForce NOW Cloud Gaming,2022,Rui
ruim,1,0,23/09/2022,GeForce NOW Cloud Gaming,2022,bad
😡,1,0,14/10/2022,GeForce NOW Cloud Gaming,2022,😡
"A ideia é ótima mas as filas são simplesmente enormes, coisa de 2h de demora",1,0,22/04/2023,GeForce NOW Cloud Gaming,2023,"The idea is great but the queues are simply huge, something like 2h delay"
Otimo✨👍👍💥✨✨✨,5,0,17/09/2022,GeForce NOW Cloud Gaming,2022,Great ✨👍👍💥✨✨✨
Muito Ótimo,5,0,11/09/2022,GeForce NOW Cloud Gaming,2022,Very great
Muito bom,5,0,17/09/2022,GeForce NOW Cloud Gaming,2022,Very good
É bom,5,0,16/09/2022,GeForce NOW Cloud Gaming,2022,It is good
Gostei bastante,5,0,12/09/2022,GeForce NOW Cloud Gaming,2022,I really liked it
Jg,5,0,17/09/2022,GeForce NOW Cloud Gaming,2022,jg
Bom,5,0,18/09/2022,GeForce NOW Cloud Gaming,2022,Good
Bom,5,0,14/09/2022,GeForce NOW Cloud Gaming,2022,Good
Ajmuto,5,0,11/09/2022,GeForce NOW Cloud Gaming,2022,adjust
👍,1,0,22/10/2022,GeForce NOW Cloud Gaming,2022,👍
Podia ter fall guys 🤕,3,1,02/09/2022,GeForce NOW Cloud Gaming,2022,Could have fall guys 🤕
Nunca da p jg plmds ruim dms,1,0,11/08/2022,GeForce NOW Cloud Gaming,2022,Never gives p jg plmds bad dms
cadê o poppy playtime,2,0,22/08/2022,GeForce NOW Cloud Gaming,2022,where is poppy playtime
Beamng drive 4x4 car,5,0,16/08/2022,GeForce NOW Cloud Gaming,2022,beamng drive 4x4 car
"Minecraft, cadê o Minecraft?",3,0,31/08/2022,GeForce NOW Cloud Gaming,2022,"Minecraft, where's Minecraft?"
🇧🇷🇧🇷😍😍😍😃😃,5,0,12/08/2022,GeForce NOW Cloud Gaming,2022,🇧🇷🇧🇷😍😍😍😃😃
não funciona,1,0,14/08/2022,GeForce NOW Cloud Gaming,2022,does not work
não funciona,1,0,09/09/2022,GeForce NOW Cloud Gaming,2022,does not work
Muitas Filas,1,0,16/03/2023,GeForce NOW Cloud Gaming,2023,many queues
muitoooooooooo bommmmm,5,0,20/08/2022,GeForce NOW Cloud Gaming,2022,soooooooooo goodmmmm
Nota excelente,5,0,24/08/2022,GeForce NOW Cloud Gaming,2022,excellent grade
MT bom,5,0,28/08/2022,GeForce NOW Cloud Gaming,2022,very good
Bom demais,5,0,02/11/2022,GeForce NOW Cloud Gaming,2022,Too good
Muito legal,5,0,16/08/2022,GeForce NOW Cloud Gaming,2022,Very cool
Ótimo aplicativo,5,0,14/08/2022,GeForce NOW Cloud Gaming,2022,great app
Bom👍,5,0,02/09/2022,GeForce NOW Cloud Gaming,2022,Good 👍
2g 😠,1,0,01/09/2022,GeForce NOW Cloud Gaming,2022,2g 😠
Bom,5,1,18/08/2022,GeForce NOW Cloud Gaming,2022,Good
Amei,5,0,27/08/2022,GeForce NOW Cloud Gaming,2022,I loved
Sensacional,5,0,31/08/2022,GeForce NOW Cloud Gaming,2022,Sensational
Bom,5,0,27/08/2022,GeForce NOW Cloud Gaming,2022,Good
Cringe,5,0,27/08/2022,GeForce NOW Cloud Gaming,2022,Cringe
"NVIDIA, the idea was great and the application is fantastic, however, when I enter the game ""BeamNG.drive"", I can't play for almost any time (usually), because certain computers have an antivirus (depending on the game) that closes the game and leaves the PC, having to wait again to be able to enter and have the same misfortune to happen. In other games, nothing strange happened to me. Thank for this APP creation and i know this aplication os under development. Here i leave my thougts of the APP",5,0,02/09/2022,GeForce NOW Cloud Gaming,2022,"NVIDIA, the idea was great and the application is fantastic, however, when I enter the game ""BeamNG.drive"", I can't play for almost any time (usually), because certain computers have an antivirus (depending on the game) that closes the game and leaves the PC, having to wait again to be able to enter and have the same misfortune to happen. In other games, nothing strange happened to me. Thank you for this APP creation and i know this application as under development. Here I leave my thougts of the APP"
😄😄😄,5,0,08/09/2022,GeForce NOW Cloud Gaming,2022,😄😄😄
Authentic joga free fire,5,0,05/08/2022,GeForce NOW Cloud Gaming,2022,Authentic plays free fire
😀😀😀😀😀😀😀😃😃🙃🙃🙃🙃🙃🙃👍😍,5,0,04/08/2022,GeForce NOW Cloud Gaming,2022,😀😀😀😀😀😀😀😃😃🙃🙃🙃🙃🙃🙃👍😍
O melhor,5,0,08/08/2022,GeForce NOW Cloud Gaming,2022,The best
É bom,5,0,11/08/2022,GeForce NOW Cloud Gaming,2022,It is good
Excelente,5,0,06/08/2022,GeForce NOW Cloud Gaming,2022,Great
Ie,5,0,03/08/2022,GeForce NOW Cloud Gaming,2022,ie
INCRÍVEL,5,0,31/07/2022,GeForce NOW Cloud Gaming,2022,INCREDIBLE
Sensacional,5,0,02/08/2022,GeForce NOW Cloud Gaming,2022,Sensational
é horrível,1,0,07/08/2022,GeForce NOW Cloud Gaming,2022,it's horrible
😆,4,0,04/08/2022,GeForce NOW Cloud Gaming,2022,😆
Não entra,1,0,22/07/2022,GeForce NOW Cloud Gaming,2022,Does not enter
Nvidia brasil,5,0,23/07/2022,GeForce NOW Cloud Gaming,2022,nvidia brazil
CADE O GENSHIN IMPACT PARA MOBILE,1,1,23/06/2022,GeForce NOW Cloud Gaming,2022,CADE O GENSHIN IMPACT FOR MOBILE
Coloca o jogo the amazing spider man 2,5,0,18/07/2022,GeForce NOW Cloud Gaming,2022,Put the game the amazing spider man 2
Melhor app de PS5 PS4 PC Xbox,5,0,30/06/2022,GeForce NOW Cloud Gaming,2022,Best app for PS5 PS4 PC Xbox
My Summer car VS BeamnNG drive,5,0,25/06/2022,GeForce NOW Cloud Gaming,2022,My Summer car VS BeamnNG drive
"Bom mais vocês podiam adicionar god of war 1,2,3,4 ascencion Resentivil evil 4,5,6,7,8 Você podia escolher Controle ou não Muito mais",4,0,15/07/2022,GeForce NOW Cloud Gaming,2022,"Good more you could add god of war 1,2,3,4 ascencion Resentivil evil 4,5,6,7,8 You could choose Control or not Much more"
"Not all supported games show up (like Metal Gears Solid V, for example). Where are my games?",2,1,02/07/2022,GeForce NOW Cloud Gaming,2022,"Not all supported games show up (like Metal Gears Solid V, for example). Where are my games?"
Podia ter fall gays,5,0,02/07/2022,GeForce NOW Cloud Gaming,2022,Could have fall gays
O melhor cloud gaming,5,0,22/07/2022,GeForce NOW Cloud Gaming,2022,The best cloud gaming
Mt mt mt kskaj aboooommmmm,5,0,28/06/2022,GeForce NOW Cloud Gaming,2022,Mt mt mt kskaj aboooommmmm
Gostei muito 🙀,5,0,03/07/2022,GeForce NOW Cloud Gaming,2022,I really liked it 🙀
Excelente 👏🏽😄,5,0,12/07/2022,GeForce NOW Cloud Gaming,2022,Excellent 👏🏽😄
😃💯👏🏻👏🏻👏🏻,5,0,25/06/2022,GeForce NOW Cloud Gaming,2022,😃💯👏🏻👏🏻👏🏻
Não presta 👎👎,1,0,20/07/2022,GeForce NOW Cloud Gaming,2022,It sucks 👎👎
Aplicativo porco,1,0,27/06/2022,GeForce NOW Cloud Gaming,2022,pig app
Muito lixo,1,0,12/07/2022,GeForce NOW Cloud Gaming,2022,a lot of garbage
E bom,5,0,26/06/2022,GeForce NOW Cloud Gaming,2022,It is good
Muito bom,4,0,23/06/2022,GeForce NOW Cloud Gaming,2022,Very good
8 j,5,0,17/11/2022,GeForce NOW Cloud Gaming,2022,8 j
Tô testando,5,0,03/07/2022,GeForce NOW Cloud Gaming,2022,I'm testing
Muito bom,5,0,24/06/2022,GeForce NOW Cloud Gaming,2022,Very good
Top,5,0,14/07/2022,GeForce NOW Cloud Gaming,2022,Top
Bom,5,0,20/07/2022,GeForce NOW Cloud Gaming,2022,Good
Bom,5,0,14/07/2022,GeForce NOW Cloud Gaming,2022,Good
Top,5,0,27/06/2022,GeForce NOW Cloud Gaming,2022,Top
Bom,5,0,13/07/2022,GeForce NOW Cloud Gaming,2022,Good
Show!!!,5,0,04/07/2022,GeForce NOW Cloud Gaming,2022,Show!!!
Fhi,4,0,18/06/2022,GeForce NOW Cloud Gaming,2022,Phi
Bom,4,0,21/07/2022,GeForce NOW Cloud Gaming,2022,Good
😊😊😊,5,0,19/06/2022,GeForce NOW Cloud Gaming,2022,😊😊😊
Top top roda até fortnite,5,0,10/06/2022,GeForce NOW Cloud Gaming,2022,Top top wheel to fortnite
Muito legal 😄😄👍👍,5,0,10/06/2022,GeForce NOW Cloud Gaming,2022,Very cool 😄😄👍👍
Não sei,1,0,14/06/2022,GeForce NOW Cloud Gaming,2022,I don't know
Otimo pqp,5,0,14/06/2022,GeForce NOW Cloud Gaming,2022,great because
Muito bom,5,0,08/06/2022,GeForce NOW Cloud Gaming,2022,Very good
Muito bom,5,0,03/06/2022,GeForce NOW Cloud Gaming,2022,Very good
Bom serviço,5,0,16/06/2022,GeForce NOW Cloud Gaming,2022,Good job
Muito top,5,0,16/06/2022,GeForce NOW Cloud Gaming,2022,Very cool
Otimo aplicativo,5,0,12/06/2022,GeForce NOW Cloud Gaming,2022,great app
Excelente aplicativo,5,0,02/07/2022,GeForce NOW Cloud Gaming,2022,excellent app
muito bom,5,0,15/06/2022,GeForce NOW Cloud Gaming,2022,very good
Muito bom,5,0,07/06/2022,GeForce NOW Cloud Gaming,2022,Very good
Ótimo ⭐,5,0,03/06/2022,GeForce NOW Cloud Gaming,2022,Great ⭐
Top🤔,5,0,12/06/2022,GeForce NOW Cloud Gaming,2022,Top 🤔
Aaa.,5,0,12/06/2022,GeForce NOW Cloud Gaming,2022,Aaa.
Top,5,0,08/06/2022,GeForce NOW Cloud Gaming,2022,Top
Gg,5,0,14/06/2022,GeForce NOW Cloud Gaming,2022,gg
Top,5,0,03/06/2022,GeForce NOW Cloud Gaming,2022,Top
bom,5,0,10/06/2022,GeForce NOW Cloud Gaming,2022,good
Maravilhoso,5,0,03/06/2022,GeForce NOW Cloud Gaming,2022,Wonderful
Hd,5,0,03/07/2022,GeForce NOW Cloud Gaming,2022,HD
bom,3,0,06/07/2022,GeForce NOW Cloud Gaming,2022,good
Muito bom,5,0,02/06/2022,GeForce NOW Cloud Gaming,2022,Very good
Gostei muito,5,0,30/05/2022,GeForce NOW Cloud Gaming,2022,I really liked
God of War Agora Disponível no Geforce Now!!!,5,2,21/04/2022,GeForce NOW Cloud Gaming,2022,God of War Now Available on Geforce Now!!!
"Fake gent,n baixem",1,0,24/04/2022,GeForce NOW Cloud Gaming,2022,"Fake people, don't download"
"HORRÍVEL EU N CONSIGO FAZER O LOGIN E APARECE UMA MENSAGEM ""AI DEU ALGO ERRADO TENTE NOVAMENTE"" TENTE NOVAMENTE CÊ TACAR NA PAREDE EU SÓ QUERIA PEGAR UMA SKIN NO FORTNITE!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!",1,0,19/05/2022,GeForce NOW Cloud Gaming,2022,"HORRIBLE I CANNOT LOGIN IN AND THERE'S A MESSAGE ""SOMETHING GOES WRONG TRY AGAIN"" TRY AGAIN YOU HIT THE WALL I JUST WANTED TO GET A SKIN IN FORTNITE!!!!!!!!!!!!!!!! !!!!!!!!!!!!!"
Só falto a franquia resident evil no G force now emm. Um remake do resident evil 2 e 3 rsrs. 😬😬🙏🙏🙏🙏,5,1,05/05/2022,GeForce NOW Cloud Gaming,2022,The only thing missing is the resident evil franchise on G force now emm. A remake of resident evil 2 and 3 lol. 😬😬🙏🙏🙏🙏
Coloca o The Sims no App tbm!!!,3,0,04/05/2022,GeForce NOW Cloud Gaming,2022,Put The Sims on the App too!!!
Simplesmente maravilhoso.,5,0,23/05/2022,GeForce NOW Cloud Gaming,2022,Just wonderful.
10000000000000000/10000000000000,5,0,09/05/2022,GeForce NOW Cloud Gaming,2022,10000000000000000/10000000000000
Bene free fire modo,5,0,03/05/2022,GeForce NOW Cloud Gaming,2022,Bene free fire mode
Melhor experiência de games no smartphone,5,0,13/05/2022,GeForce NOW Cloud Gaming,2022,Best gaming experience on smartphone
Super recomendo 🙂,5,0,25/05/2022,GeForce NOW Cloud Gaming,2022,I highly recommend 🙂
😌💋✌️🤚,5,0,06/06/2022,GeForce NOW Cloud Gaming,2022,😌💋✌️🤚
Muito ruim..,1,0,20/05/2022,GeForce NOW Cloud Gaming,2022,Too bad..
"the app is very good, but the problem is that when I go to play a steam game like Terraria, it doesn't load, the game stays on steam and doesn't come out so please fix it 🙂",5,0,24/04/2022,GeForce NOW Cloud Gaming,2022,"the app is very good, but the problem is that when I go to play a steam game like Terraria, it doesn't load, the game stays on steam and doesn't come out so please fix it 🙂"
☺️ sim,5,0,07/05/2022,GeForce NOW Cloud Gaming,2022,☺️ yes
Muito bom 🤩🤩,5,0,21/05/2022,GeForce NOW Cloud Gaming,2022,Very good 🤩🤩
"hi, the gerforce is really good, however, I have three games on steam, one of them does not appear, the name of the game is: five nights at freddys security breach, please fix this, that's all.",4,0,16/05/2022,GeForce NOW Cloud Gaming,2022,"hi, the gerforce is really good, however, I have three games on steam, one of them does not appear, the name of the game is: five nights at freddys security breach, please fix this, that's all."
Top!!!🤓,5,0,02/06/2022,GeForce NOW Cloud Gaming,2022,Top!!!
"the app is good but what it should have is the option to play the ets2 with the steering wheel but without the delay because when you connect the steering wheel it has a lot of delay there we hit all the time, so please fix the steering wheel option.",5,0,23/05/2022,GeForce NOW Cloud Gaming,2022,"the app is good but what it should have is the option to play the ets2 with the steering wheel but without the delay because when you connect the steering wheel it has a lot of delay there we hit all the time, so please fix the steering wheel option."
Very good 🤩🤩🤩🤩🤩🤩 5stars,5,0,04/05/2022,GeForce NOW Cloud Gaming,2022,Very good 🤩🤩🤩🤩🤩🤩 5stars
Mt ruim,1,0,25/07/2022,GeForce NOW Cloud Gaming,2022,very bad
Muito bom,5,0,18/06/2022,GeForce NOW Cloud Gaming,2022,Very good
Maravilhoso!,5,0,23/04/2022,GeForce NOW Cloud Gaming,2022,Wonderful!
Vou esperementa,4,0,18/05/2022,GeForce NOW Cloud Gaming,2022,I will hopefully
De nada,5,0,21/05/2022,GeForce NOW Cloud Gaming,2022,You are welcome
Muito bon,5,0,08/05/2022,GeForce NOW Cloud Gaming,2022,Very good
Muito bom,5,0,19/05/2022,GeForce NOW Cloud Gaming,2022,Very good
Muito bommm,5,0,26/05/2022,GeForce NOW Cloud Gaming,2022,Very good
E bom,5,0,30/04/2022,GeForce NOW Cloud Gaming,2022,It is good
Muito bom,5,0,24/05/2022,GeForce NOW Cloud Gaming,2022,Very good
Gostei muito,4,0,24/05/2022,GeForce NOW Cloud Gaming,2022,I really liked
Muinto bommm,5,0,26/05/2022,GeForce NOW Cloud Gaming,2022,very good
Eu quero,5,0,01/07/2022,GeForce NOW Cloud Gaming,2022,I want
Mito lindo,5,0,27/04/2022,GeForce NOW Cloud Gaming,2022,beautiful myth
Muito bom,5,0,08/05/2022,GeForce NOW Cloud Gaming,2022,Very good
Muito top,5,0,27/04/2022,GeForce NOW Cloud Gaming,2022,Very cool
Muito bom,5,0,01/06/2022,GeForce NOW Cloud Gaming,2022,Very good
Muito bom,5,0,04/07/2022,GeForce NOW Cloud Gaming,2022,Very good
Muito bom,5,0,19/06/2022,GeForce NOW Cloud Gaming,2022,Very good
Muito bom,5,0,09/05/2022,GeForce NOW Cloud Gaming,2022,Very good
Horrível,1,2,18/06/2022,GeForce NOW Cloud Gaming,2022,Horrible
Muiro bom!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,5,0,24/05/2022,GeForce NOW Cloud Gaming,2022,Very good!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
Bom,5,0,21/05/2022,GeForce NOW Cloud Gaming,2022,Good
Top,5,0,04/05/2022,GeForce NOW Cloud Gaming,2022,Top
Jogando,5,0,19/05/2022,GeForce NOW Cloud Gaming,2022,Playing
Otimo,5,0,23/05/2022,GeForce NOW Cloud Gaming,2022,Excellent
Sensacional,5,0,15/05/2022,GeForce NOW Cloud Gaming,2022,Sensational
Perfeito,5,0,22/05/2022,GeForce NOW Cloud Gaming,2022,Perfect
Good,5,0,21/05/2022,GeForce NOW Cloud Gaming,2022,Good
Top,5,0,29/05/2022,GeForce NOW Cloud Gaming,2022,Top
Sodkkerkdodso2or,5,0,03/06/2022,GeForce NOW Cloud Gaming,2022,Sodkkerkdodso2or
Top,5,0,25/05/2022,GeForce NOW Cloud Gaming,2022,Top
PESSIMO,1,0,12/05/2022,GeForce NOW Cloud Gaming,2022,TERRIBLE
Horrível,1,0,19/05/2022,GeForce NOW Cloud Gaming,2022,Horrible
Horrivel,1,0,23/05/2022,GeForce NOW Cloud Gaming,2022,Horrible
😡😡😡🤬🤬🤬,1,0,06/05/2022,GeForce NOW Cloud Gaming,2022,😡😡😡🤬🤬🤬
Muito bom 👏👏👏👏👏👏,5,0,30/04/2022,GeForce NOW Cloud Gaming,2022,Very good 👏👏👏👏👏👏
Bom,5,0,23/04/2022,GeForce NOW Cloud Gaming,2022,Good
Bommmmmm,5,0,24/04/2022,GeForce NOW Cloud Gaming,2022,Goodmmmmmm
Perfeito,5,0,26/04/2022,GeForce NOW Cloud Gaming,2022,Perfect
Oriveu,2,0,14/05/2022,GeForce NOW Cloud Gaming,2022,oriveu
😡,1,0,20/05/2022,GeForce NOW Cloud Gaming,2022,😡
Não carregaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaqaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaAaAAAAAAAAAAA!!!!!!!!!!!!!!!!!!!!,5,0,21/05/2022,GeForce NOW Cloud Gaming,2022,Don't loadaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa!!!!!!!!!!!!!!!!!!!!
❤❤❤❤❤❤,5,0,19/05/2022,GeForce NOW Cloud Gaming,2022,❤❤❤❤❤❤
😤😤😤,1,0,09/06/2022,GeForce NOW Cloud Gaming,2022,😤😤😤
muito bom,5,0,05/06/2022,GeForce NOW Cloud Gaming,2022,very good
Bom,5,0,20/07/2022,GeForce NOW Cloud Gaming,2022,Good
